Abstract,Prob_NotPositive,Prob_Positive,Prediction,Target
"Background: Since its introduction to the analytical community, the R5 method to quantify gluten led to a strong improvement of the situation for the food industry and celiac patients. During recent years, some questions arose on the use of the Codex Alimentarius factor of two to convert from prolamins to gluten, an overestimation of rye and barley, inadequate detection of glutelins, and the inhomogeneous distribution of gluten in oats. These limitations of the R5 method, especially when measuring oat samples, led to AOAC Standard Method Performance Requirement (SMPR (R)) 2017.021, which was approved by stakeholders in 2017. Objective: We present a collaborative study of a method for the quantitative analysis of wheat, rye, and barley gluten in oat and oat products using a sandwich ELISA that is based on four different monoclonal antibodies including the R5 monoclonal anitbody. Methods: The sandwich ELISA detects intact gliadins and related prolamins from rye and barley, high-molecular-weight (HMW) glutenin subunits (GS) from wheat, HMW secalins from rye, and low-molecular-weight (LMW) GS from wheat. It does not detect D-hordeins from barley. Samples are extracted by Cocktail solution, subsequently followed by 80% ethanol, and analyzed within 50 min. Results: The measurement range is between 5 and 80 mg/kg gluten using a calibrator made out of a gluten extract from four different wheat cultivars. The results of the collaborative test with 19 participating laboratories showed recoveries ranging from 99 to 137% for all three grain sources. Relative reproducibility SDs for samples >10 mg/kg gluten ranged from 10 to 53%. Conclusions: The collaborative study results confirmed that the method is accurate and suitable to measure gluten from all three grain sources and has demonstrated performance on oat matrices, which meets the criteria as specified in SMPR 2017.021. Data from in-house validation experiments are available as Annex B to this publication.",0.392025351524353,0.607974648475647,1,0
"Volatile profiles of oat-based foods are mainly analyzed on the oat flakes and porridge as snack or breakfast, whereas the volatile characteristics of the traditional Chinese oat meal (TCOM), a popular main food in some regions of northern China, with special strong aroma, are not known. Here, we compared the volatile profiles from headspace solid phase microextraction gas chromatography-mass spectrometry analysis of oat porridge (OP) and TCOM, which were of different processing and cooking methods, from those of different cultivars, and analyzed the effect of cultivation locations on oat volatile features. Apart from the 35 volatiles shared by OP and TCOM, there were 23 and 24 volatiles specific to OP and TCOM, respectively, with the later showing more toasting and frying-related volatiles due to the dry frying process of the grains before milling. Principle component analysis of the volatiles of OP and TCOM from 16 cultivars showed that they were clustered into two groups, and four cultivars were clustered together, independent of processing and cooking methods. The oat volatile profiles of cultivars grown in three regions of north China were dependent on the cultivation locations rather than cultivars, regardless of OP or TCOM, with those from Datong of Shanxi Province and Zhangjiakou of Hebei Province clustered together. The location effect could be due to significant less precipitation in the two regions above than the other region Ulanqab of Inner Mongolia. Practical Application The volatile compounds in oat are closely related to cultivation regions, which could be applied as a key factor by oat producers for marketing. The four cultivars showed similar and stable volatile profiles, which could be used as reference cultivars for breeding of high-quality oat with better flavor.",0.16544803977012634,0.834551990032196,1,1
"Today, market searches for new alternatives to traditional food products that could be more nutritious for consumers. Modified atmosphere packaging could be used as the preservation method for the products with increased nutritional value. Therefore, the research was conducted wherein bread with added oat dietary fibre (16% beta-glucan), and two soy flours [1.2% (full fat soy flour (FFS)) and 14.5% fat (defatted soy flour (DFS))] were used. The bread were stored for 3 and 7 days in normal atmosphere and with 0, 25, 50, 75 and 100% carbon dioxide. The methodology consisted of specific volume, firmness, colour, beta-glucan and dietary fibre determination and fatty acid profile. The fatty acid profile was most promising in terms of health in the sample with added DFS (polyunsaturated fatty acids% > 49.6). The optimisation procedure estimated that the carbon dioxide should be 15.5% for control, 38.5% for FFS, and 4.8% for DFS bread.",0.2963387668132782,0.7036612033843994,1,1
"Objectives: It is unclear whether addition of soluble fiber to a low-calorie diet potentializes weight loss and amelioration of metabolic syndrome (MetS). The aim of this study was to analyze the effects of oat bran on prevalence of MetS and associated disorders. Methods: A pragmatic, randomized controlled, 6-wk nutritional trial was carried out with 154 outpatients (mean age 47.6 +/- 12.6 y of age). The intervention group (n = 83) received a low-calorie diet plus 40 g/d of oat bran; the control group (n = 71) received a low-calorie diet only. MetS parameters and prevalence were calculated and compared (using two-tailed statistical tests) before and after follow-up. Results: After follow-up, a significant but similar reduction was observed in MetS prevalence (40% reduction, 63% and 64.8% prevalence in intervention and control groups, respectively; P= 0.226), body mass index, body weight, waist circumference, systolic and diastolic blood pressures, triacylglycerides, and blood glucose levels in both groups (P < 0.05). Mean high-density lipoprotein cholesterol (HDL-C) was reduced in the intervention group (43.6 +/- 9.6 to 41.2 +/- 9.5 mg/dL; P= 0.025), but not in the control group (44.6 +/- 10.5 to 44.5 +/- 12.1 mg/dL; P= 0.890). There was no significant difference in any of the variables between the groups, although the P-value for HDL-C was almost significant (P= 0.078). Calorie and dietetic fiber intake during the 6-wk period were similar in both groups. Conclusions: Daily consumption of oat bran did not potentialize the beneficial effects of a traditional low-calorie diet on the prevalence of MetS and associated disorders. Additionally, it reduced HDL-C. (C) 2019 Elsevier Inc. All rights reserved.",0.11719358712434769,0.8828063607215881,1,1
"The objective of this study was to explore the production of an expanded snack entirely based on pea- and oat-rich fractions using the extrusion technology. The effect of the die temperature, HZ6 (146-175 degrees C) and blend moisture content, MC (11.2 and 16.8% dry basis) were investigated aiming at maximizing expansion, while obtaining a good texture and pleasant sensory perception. The best response was obtained with a HZ6 of 160 degrees C and MC of 11.2%. MC was the parameter that most influenced final extrudate properties/responses. The gross composition of the raw-material was not modified by extrusion processing apart from a decrease in glucose and fructose content attributed to Maillard reactions. The snacks contained 3.5 g of beta-glucan per portion. This is high enough for both approved EFSA health claims: lowers cholesterol and reduces post-prandial glucose response.",0.00451635429635644,0.9954836368560791,1,1
"Background and objectives The aim of this research was to gain a deeper insight into the effect caused by the addition of sprouted oat to food products. The effect of temperature and duration of the sprouting process was systematically studied by sprouting oat grains between 10 and 30 degrees C for up to 3 days. Findings Overall, it was found that temperatures between 20 and 25 degrees C yield the most dramatic changes in the properties of sprouted oats. Based on the data, a simple system to characterize the sprouting progress by a visual inspection of the lengths of the coleoptile and radicles was developed. This degree of sprouting (DoS) was correlated with further grain properties. Conclusions It was found that an exponential relationship between the DoS and grain properties existed. Furthermore, the observed increase in the reducing sugar content (up to 14.6 g/100 g) with increasing DoS was closely related to the increase in alpha-amylase activity (up to 25 U/g). Significance and novelty The good predictive power found indicates that the application of the concept degree of sprouting could develop into a reliable characterization method for sprouted grains usable for product development and specification.",0.06004074588418007,0.9399592280387878,1,1
"The purpose of this research was to study the effect of micronised oat bran on dietary fibre, textural and rheological of soft cheese. The soft cheese was processed by using the different particle size oat bran as fibre supplement, and its dietary fibre content, rheological and textural properties were determined. The results show that the micronised oat bran with 5-30 mu m particle size was prepared by ultrafine grinding and passed through 60-400 mesh sieves. The soluble dietary fibre content in micronised oat bran soft cheeses was higher than that of the control (untreated oat bran soft cheeses; P < 0.05), with a maximum of 2.65 g per 100 g cheeses when oat bran was ultrafine crushed and passed through 300 mesh sieves, while the content of insoluble dietary fibre was lower than that of the control (P < 0.05). The micronised oat bran soft cheese in fermentation is a typical non-newtonian fluid. G ', G '' and apparent viscosity of soft cheeses were increased with the reduction of oat bran particle size. The chewiness and springiness of micronised soft cheeses were increased with the reduction of oat bran particle size, and were higher than that of the control (P < 0.05). The hardness and cohesiveness of micronised soft cheese were decreased with the reduction of oat bran particle size, the hardness was lower, but the cohesiveness of micronised soft cheese was higher than that of the control (P < 0.05). The 1% micronised oat bran can obtain better processing characteristics and overall acceptability for cheese products.",0.026368215680122375,0.9736317992210388,1,1
"The oca (Oxalis tuberosa) is a tuber with high starch content and excellent antioxidant properties, which can be used in the production of extruded products; however, starch-rich products can be improved nutritionally through the incorporation of fibers that can result in extrudates with beneficial health properties. The aim of this work was to develop a mixture of oca (Oxalis tuberosa) and oat extrudate flours and evaluate the antioxidant and physicochemical attributes. The results showed that a higher moisture content increased the hardness, water absorption index, and density of the extrudates; however, the solubility and expansion indexes showed an inverse pattern. The addition of oat fiber had the opposite effect from moisture content on the physicochemical properties mentioned above. The cellular antioxidant activity (CAA) of the extrudates decreased when the oat fiber increased. An inverse pattern was observed when the moisture concentration was increased. The starch hydrolysis percentage and glycemic index decreased significantly when the fiber content increased. Oat fiber contributed 67.29% and 65.04% to these parameters, respectively. Oat fiber exerted a greater effect than moisture on the collets extruded in this study according to factor contributions.",0.050605159252882004,0.9493948817253113,1,1
"The influence of different packaging films and their thickness (polyethylene terephthalate/casting polypropylene (PET/CPP_34), biaxially oriented polypropylene (BOPP_40), polyvinylchloride (PVC_12), BOPP/CPP_50 and polyethylene/ethylene vinyl alcohol/polypropylene (PE/EVOH/PP_50) on the quality of gluten-free oat biscuits was evaluated for a storage period up to 3months under light and darkness conditions. Periodically (day 30, 60 and 90), physical parameters, peroxide value, texture and microbiological parameters together with sensory attributes (surface colour, smell, taste, crunchiness and off-flavour) were assessed. Moisture and water activity of biscuits decreased during storage in all packages. The highest peroxide value was obtained for biscuits packed in PVC_12, while the lowest was for the PE/EVOH/PP_50, for both storage conditions. The biscuits' colour changed from yellow-brown to light yellow and the change was more pronounced in the light as compared to the dark storage conditions. The hardness value decreased (p>0.05) during the storage period. The electronic nose system showed that the distinct volatile composition of the biscuits stored in the light was correlated with the higher scores of the off-flavour attribute and with the peroxide values. The sensory data showed that BOPP/CPP_50 preserved the colour of the biscuits, while PE/EVOH/PP_50 kept the initial crunchiness of the biscuits up to 90days of storage in both light and dark conditions. The study suggested that BOPP/CPP_50 and PE/EVOH/PP_50 can be used for gluten-free oat biscuits' packaging and storage up to 90days for both conditions studied, without adversely affecting their physicochemical and sensory properties.",0.23760633170604706,0.7623936533927917,1,1
"Malnutrition is the reason for stunted growth among children and nutritional deficiencies are prevalent in all age groups. The present food industry provides food products that are not necessarily nutrient rich. Quinoa, Chickpeas and Oats are better supplier of nutrients and are rich in fiber, vitamins and minerals therefore these are used to develop the food product. The present study was designed to focus on the development of the best sample of the tarts that was acceptable by all age groups. A panel of twenty experts examined four samples of tarts, namely A, B, C & D, which were made with different variations in the ratio of Quinoa: Chickpea: Oats as 30: 35: 3540: 30: 30, 50: 25: 25 and 60: 20: 20 respectively. The scores obtained from the panel of experts were used to evaluate the best tart in terms of six evaluation criteria i.e. appearance, color, texture, taste, flavor and aftertaste. TOPSIS methodology was used for ranking of tarts as this is the best MADM methodology for ranking of the criteria. This research assessed the effects of baking on the development of tarts and it was found that a successful food product could be made using the ratio of 60: 20: 20 (sample D). The physicochemical properties were analyzed which showed that the carbohydrate, protein, fat, sugar, and energy content of the acceptable tart were 40.4 g, 8.4 g, 12.7 g, 15.37 g and 310.6 kcals respectively.",0.01851211115717888,0.9814878702163696,1,1
"This study reports the effect of the addition of oat bran and apple flour on the cooking quality, digestibility, antioxidant, nutritional and texture characteristics of a spaghetti-type pasta. Pasta samples were prepared by substituting 50% of durum wheat semolina with oat bran (OBP) or apple flour (AFP). AFP presented higher cooking loss and water absorption index than the control pasta prepared with 100% durum wheat semolina (WSP). The supplementation of pasta with oat bran increased the total dietary fiber content (16.43% w/w, dw), while apple flour decreased the protein content (11.16% w/w, dw). There was no significant difference in the resistant starch content among all pasta samples. The pasta samples made with 50/50 durum wheat semolina/oat bran and 50/50 durum wheat semolina/apple flour increased the antioxidant activity by approximate to 46% and approximate to 97%, respectively. The OBP and AFP samples had a similar texture to the control pasta. A 50% replacement of durum wheat semolina with oat bran in a pasta formulation decreased the caloric content and digestibility of its starch components. These attributes found in the oat bran pasta and apple flour pasta make them a healthy choice for the diet of people with specific nutritional needs.",0.007141179870814085,0.99285888671875,1,1
"The aim of the present work is to develop a synbiotic oat product fermented with the mixed probiotic strain of Lactobacillus acidophilus (L. acidophilus) and Streptococcus thermophilus (S. thermophilus) and enriched with isoflavones. Three probiotics fermented oat flour samples coded A, B, and C were designed utilizing traditional starter culture S. thermophilus and probiotic culture L. acidophilus. The sample coded C was a control sample, whereas the sample A and B were enriched with isoflavones rich extract at different concentrations, namely, 0.32 mg/mL and 0.16 mg/mL, respectively. The viability of the probiotic bacteria, antioxidant activity, physiochemical parameters were evaluated during 4 weeks of storage at 4 C. The addition of isoflavone-rich extract increased both the antioxidant activity but decreased the viability of the probiotic bacteria during storage. Panellists generally indicated their overall acceptance for the isoflavones enriched product, however, further research is needed to improve on the aroma of the product.",0.25023308396339417,0.7497668862342834,1,0
"Forty three oat genotypes including six cultivars and thirty seven advance breeding lines were evaluated for composition of carbohydrates, total soluble proteins, minerals, antinutritional factors such as phytic acid, saponin and tannin and fiber (beta-glucan, cellulose and lignin) content. The average contents of total soluble sugars, starch and total protein were 5.3, 494.3 and 182.9 mg/g respectively. The average content of zinc (8.3 mg/100 g) was higher than iron (3.5 mg/100 g) in oats. The oat genotypes were then sorted out into high, medium and low categories following the equal distribution method. Ten genotypes (OL-10, OL-125, OL-1769, OL-1835, OL-1841, OL-1843, OL-1847, OL-1865, OL-1873, OL-1876) possessed low antinutritional factors in terms of phytic acid, saponin and tannin contents. Among them, OL-1843 and OL-1865 were considered nutritionally best as they lied in higher/medium range of starch, zinc, total soluble protein, beta-glucan and iron. They were followed by OL-1873, which possessed high contents of total soluble sugars, starch and zinc together with the medium amounts of total fructose and iron. Therefore, all these genotypes may be considered good for human consumption and for use in breeding programs.",0.038108404725790024,0.9618916511535645,1,1
"Oat beta-glucan has been known as a healthy food ingredient due to its cholesterol and glucose lowing effects. The physical properties which consequently induce its bioactivities are generally impacted by its quantity and quality. In this research, the relationship between content and molecular weight of beta-glucan and solvent retention capacity (SRC) values of oat flours from 30 varieties were investigated. The beta-glucan content was significantly (p < 0.05) correlated with all SRC parameters except sucrose SRC, and the highest correlation coefficient (r = 0.615) was found in calcium chloride SRC. Molecular weight was significantly (p < 0.05) correlated with SRC of water and calcium chloride, and the highest correlation coefficient (r = 0.735) was found in water SRC. Oat protein and starch content had no significant relationship with all SRC, indicating that the suitability of SRC for oat was different from wheat. Oat beta-glucan content and molecular weight prediction equation was established by multiple stepwise regression analysis. The results indicated that SRC could be used as a quick predictor for oat beta-glucan content and molecular weight.",0.06027825176715851,0.9397218227386475,1,0
"The core-shell structured micelles from octenylsuccinated oat beta-glucan (OS beta G) are able to solubilize beta-carotene (beta C). This study reveals molecular interactions governing the formation, stabilization, and beta C uptake of OS beta G micelles (OS beta G-Ms) by means such as water contact angle, H-1 nuclear magnetic resonance, dynamic light scattering, and confocal laser scanning microscopy. The results indicated that the micellization of OS beta G molecules is triggered by hydrophobic interactions between octenylsuccinate (OSA) moieties, while OS beta G-Ms are stabilized via both hydrophobic interactions and hydrogen bonds. For their uptake of beta C, beta C molecules are first adsorbed onto OS beta G-Ms by interacting with OSA moieties scattered on micelle surface. By further interacting with OSA moieties located in micelle shell, beta C molecules travel across the shell and finally are trapped in the hydrophobic core. In simulated gastrointestinal fluids, beta C is controlled released from OS beta G-Ms as an integrated consequence of its diffusion as well as the swelling and erosion of OS beta G-Ms. As a result, this study first uncovered the mechanism underlying the uptake of beta C by OS beta G-Ms, which will certainly facilitate the effective loading of hydrophobic ingredients by OS beta G-Ms.",0.018875479698181152,0.9811245203018188,1,1
"The hydration characterization of food materials is necessary for effective and efficient evaluation, design, and optimization of processes, thus ensuring high quality products. This work evaluated the hydration kinetics and modeled the behavior of oat (Avena sativa) grains as a function of temperature (25-55 degrees C). The behavior of the grains during hydration showed a downward concave shape, with a high initial water absorption rate. Although Peleg's model could describe the data adequately, it showed some inability in specific parts of the hydration process. Therefore, the Miano-Ibarz-Augusto's model was also evaluated, with better description. Possible mechanisms were discussed. The parameters of both models were evaluated as functions of temperature. The obtained generalized models were then validated at both isothermal and nonisothermal conditions. The obtained results are potentially useful for future studies on product development, food properties, and process design.",0.20130380988121033,0.7986961007118225,1,1
"Six variables (temperature, pressure, static time, dynamic time, chemical pretreatment, and particle size) were evaluated in the supercritical CO2 extraction of oil from oats (Avena sativa L.), by the responses obtained using a Plackett-Burman statistical design, including the mass of oil extracted, main fatty acids (GC-MS), polyphenols (HPLC), antioxidant activity (ORAC), and total phenolic content (TPC). For the mass of oil extracted, pressure (55 MPa) and particle size ( > 250 mu m) were significant, with a highest yield of 0.800 g/20 g oat. Oleic acid was the most abundant fatty acid (45-53%), followed by linoleic (36-42%) and palmitic (12-16%). Fatty acid composition was significantly affected by particle size, pretreatment, and temperature. The polyphenols vanillin (43.33 mu g/g oil), ferulic acid (53.6 mu g/g oil), vanillic acid (0.78 mu g/g oil), and coumaric acid (2.2 mu g/g oil) were detected. Pretreatment and high temperature were significant for increasing the polyphenol content of the oil fractions. TPC was also increased by temperature and pretreatment (97.1 mg gallic acid equivalents/100 g oil) and showed a good correlation with polyphenols (R-2 = 82%). Additionally, ORAC antioxidant activity (265 mmol Trolox equivalents/g oil) was significantly affected by pretreatment, temperature (80 degrees C), and particle size ( > 250 mu m).",0.3344276249408722,0.6655724048614502,1,1
"Oat noodles are becoming popular for its health and flavor. The study investigated the glucose metabolic effects of oat noodles with different processing in streptozotocin-induced diabetic mice. Oat noodles were prepared by traditional method (TON), extrusion (EON) and extrusion-freezing (FON), respectively, and the glucose metabolic effects were also investigated with C57BL/6 male mice. It was found that all three oat noodles types significantly reduced the fasting blood glucose and glycosylated serum protein level (p < 0.05), as well as improved glucose tolerance ability (p < 0.05). All types of oat noodles effectively (p < 0.05) increased fasting insulin and glycogen metabolism level (p < 0.05), inhibited intestinal enzyme activity as well as improved the serum lipids and liver function regulation (p < 0.05). TON and FON showed excellent ability on reducing fasting blood glucose and glycosylated serum protein than EON, while FON with significantly lower low-density lipoprotein cholesterol and aspartate aminotransferase might be better than TON. Our results suggested that all types of oat noodles, especially TON and FON had hypoglycemic and hypocholesterolemic effects on diabetic mice and was potential to be an alternative dietary intervention for diabetic adjustment.",0.0072461566887795925,0.992753803730011,1,1
"Material disintegration is the primary step in beta-glucan determination in cereal grains. This study investigated the effect of disintegration approach on beta-glucan content, determined by an enzymatic method in mature kernels of barley and oat. Milling with a coffee grinder was found to be relevant only for pre-disintegration and homogenization of the grain (4.6% and 3.2% beta-glucan content was found in barley and oats, respectively). Ball milling appeared to be the most efficient approach for reducing material particle size, but resulted in samples with underestimated beta-glucan content (4.6% and 3.3% in barley and oats, respectively). Grinding with mortar and pestle in liquid nitrogen and repeated centrifugal milling were found to be the optimal disintegration methods for barley kernels (5.2% and 4.7-4.8% beta-glucan content, respectively). Grinding with mortar and pestle (either in dry state or in liquid nitrogen) and single centrifugal milling were the optimal disintegration methods for oat kernels (3.6-3.9% and 3.3-3.4% beta-glucan content, respectively).",0.7217925190925598,0.2782074809074402,0,1
"Kilning is an important step in the processing of oat flakes. The main aims of kilning are to stabilize the final product using heat to eliminate enzymatic activity that causes rancidity and steam to temper the product, which prepares the groat for flaking. Additional effects of heat treatment may include development of flavor and some degree of microbial contaminant reduction. The Revtech continuous kilning system ensures accurate control of residence time, complete homogeneity of treatment, high heat and mass transfer, and a wide range of precisely controlled operating parameters. The absence of dead zones and plug-flow behavior inside the stainless-steel tube ensure that all particles moving through the system receive the same treatment, vastly improving the overall quality of the final product.",0.31318578124046326,0.6868141293525696,1,1
"The food industry has a considerable demand for functional foods, such as emulsions as delivery system for omega-6 and omega-3 fatty acids. Such delivery systems must be stabilized, ideally with a compound that fulfills the criteria for both functionality and sustainability. Spruce galactoglucomannans (GGM) are novel, wood-derived, natural, value-added, versatile, multi-purpose emulsifiers that can physically stabilize oil-in-water emulsions while simultaneously protecting the oil phase against oxidation. In this study, we present for the first time the use of GGM-stabilized emulsions as complex multicomponent delivery systems for omega-6 and omega-3 fatty acids, i.e., (1) cod liver oil in drinkable yogurt and (2) oat oil in a gluten-free vegan beverage. The emulsions and the resulting functionalized beverages were characterized in terms of their physical stabilities. In addition, functionalized, drinkable yogurt was characterized in terms of the oxidative stability of the oil. Results highlighted that oil droplets stabilized with GGM were stable during storage, against thermal treatment, upon addition into the beverages, and GGM protected cod liver oil against oxidation in drinkable yogurt. The results reported here highlight the vast potential for the use of wood lignocellulose-derived, multi-functional hydrocolloids in modern foods.",0.00940800178796053,0.9905919432640076,1,1
"Power ultrasound as an emerging processing technology has been investigated for stimulating seeds to enhance germination and accumulation of health-promoting metabolites, such as gamma-aminobutyric acid (GABA) and phenolic compounds. This work was undertaken to evaluate the effects of power ultrasound (25 kHz) on the nutritional properties of germinated oats, and the microstructure of oat groats after treatment. The changes in the external and internal microstructures of the ultrasound-treated oats kernel were investigated using Environmental Scanning Electron Microscopy (ESEM) and 3D X-ray Micro Computed Tomography (Micro-CT). Physicochemical properties of oats including GABA, free sugars, avenanthramides, total phenolic content, and antioxidant capacities were enhanced after germination. Furthermore, the power ultrasound treatment for 5 min after soaking significantly enhanced the GABA (48-96 h), alanine (24-96 h), succinic acid (48-72 h), total phenolic content (24 h), and total avenanthramides (24 h) in the germinated oats.",0.12347785383462906,0.8765221238136292,1,0
"Oats can be processed in a variety of ways ranging from minimally processed such as steel-cut oats (SCO), to mildly processed such as large-flake oats (old fashioned oats, OFO), moderately processed such as instant oats (IO) or highly processed in ready-to-eat oat cereals such as Honey Nut Cheerios (HNC). Although processing is believed to increase glycaemic and insulinaemic responses, the effect of oat processing in these respects is unclear. Thus, we compared the glycaemic and insulinaemic responses elicited by 628 kJ portions of SCO, OFO, IO and HNC and a portion of Cream of Rice cereal (CR) containing the same amount of available-carbohydrate (23 g) as the oatmeals. Healthy males (n 18) and females (n 12) completed this randomised, cross-over trial. Blood was taken fasting and at intervals for 3 h following test-meal consumption. Glucose and insulin peak-rises and incremental AUC (iAUC) were subjected to repeated-measures ANOVA using Tukey's test (two-sided P<0 center dot 05) to compare individual means. Glucose peak-rise (primary endpoint, mean (sem) mmol/l) after OFO, 2 center dot 19 (sem 0 center dot 11), was significantly less than after CR, 2 center dot 61 (sem 0 center dot 13); and glucose peak-rise after SCO, 1 center dot 93 (sem 0 center dot 13), was significantly less than after CR, HNC, 2 center dot 49 (sem 0 center dot 13) and IO 2 center dot 47 (sem 0 center dot 13). Glucose iAUC was significantly lower after SCO than CR and HNC. Insulin peak rise was similar among the test meals, but insulin iAUC was significantly less after SCO than IO. Thus, the results show that oat processing affects glycaemic and insulinaemic responses with lower responses associated with less processing.",0.07672270387411118,0.9232773184776306,1,1
"Background and Objectives: Oats contain antioxidant phytochemicals that may help reduce inflammation as well as oxidative stress. In this study we aimed to investigate the effect of oat porridge consumption on inflammatory marker levels and oxidative stress in Thai adults with high blood lipid levels. Methods and Study Design: A randomized crossover study was conducted. Hypercholesterolemic adults were randomly assigned to a 4-week daily consumption of oat or rice porridge. After 4 weeks, they were switched to alternate intervention arms for 4 weeks. At baseline, before and after each intervention period, inflammatory markers including hsCRP, IL-6, IL-8, TNF-alpha, and MCP-1 and antioxidant status markers including ORAC, FRAP, and MDA of all subjects were measured. Results: Compared to baseline, levels of hsCRP, IL-6, IL-8, and TNF-alpha were significantly decreased after oat porridge consumption (mean change: -0.6 +/- 0.9 mg/L, -26.9 +/- 27.6 pg/mL, -56.3 +/- 27.6 pg/mL, and -9.7 +/- 11.6 pg/mL, p<0.05 for all, respectively). In addition, consumption of oat porridge also increased antioxidant capacity; ORAC and FRAP levels (mean change: 2.7 +/- 1.0 mu mol of Trolox/L and 2.4 +/- 0.8 mu mol of Fe2+/L, p<0.001, respectively). However, MCP-1 and MDA levels were not affected. Consumption of rice porridge did not lead to significant changes in these measures. Conclusions: Daily consumption of 70 grams oat porridge containing 3 grams beta-glucan for 4 weeks may help reduce markers of inflammation and oxidation in hypercholesterolemic adults. Therefore, oat may be an appropriate dietary recommendation for individuals with hypercholesterolemia.",0.005142811220139265,0.9948571920394897,1,1
"Background and objective: Consumers show increasing interests in probiotic foods and lactic acid fermentations. Cereal flour, can be a good fermentable substrate due to its prebiotic nature; from which, synbiotic products can be prepared. The aim of the current study was to investigate if three various cereal flours rice, oat and wheat would be good potentially functional foods. Material and methods: Fermentation tests were carried out on rice, oat and wheat flours, using Lactobacillus paracasei CBA L74 and 1.5-L fermenter with 1-L working volume. After 24 h, microbial growth, pH value, lactic acid production and starch consumption were assessed. Results and conclusion: In all three flours, pH reduction was seen; particularly in rice flour. The highest Lactobacillus growth and lactic acid production were achieved at the end of rice fermentation. The greatest starch consumption was reported at the end of rice fermentation. In conclusion, lactic fermentation of cereals as potentially functional foods was possible for the three flours. However, the best result belonged to rice flour.",0.14082109928131104,0.859178900718689,1,1
"The aim of this study was to optimize the addition of oat fiber and inulin as fat substitutes in cooked Paio sausage using response surface methodology. The chemical composition, textural parameters, color properties, lipid oxidation, microbial analysis and sensory properties were assessed in twelve different treatments. The addition of dietary fiber led to a significant (P < 0.05) increase in moisture content and also a decrease in fat content of between 60.78% and 63.16%. Color parameters were significantly affected by the addition of inulin and oat fiber, as lightness decreases with the addition of oat fiber. Similar happened with redness, the lowest results were for the treatment with higher dietary fiber content added. Regarding lipid oxidation, the inclusion of fiber did not influence the TBARS values among treatments and throughout the storage time. Sausages manufactured with inulin and oat fiber present similar scores for color, taste and overall acceptability, while lower texture values were found in sausages manufactured with oat fiber. The addition of up to 6% of inulin with up to 0.85% oat fiber in a low fat cooked Paio sausage did not compromise technological parameters and sensory acceptably.",0.3222501277923584,0.6777498722076416,1,1
"Normal pressure steaming, high pressure steaming, microwave, and frying are widely used to deactivate enzyme in the oats, but these thermal processing methods may affect the structural and functional properties of soluble dietary fiber, which contribute greatly to the health benefits of oat foods. The objective of this study was to evaluate the effects of four different thermal processing methods on the structural and functional properties of soluble dietary fiber from whole grain oats. The results showed that the thermal processing resulted in changes on nutritional components of whole grain oats. Especially dietary fiber components, the total dietary fiber, insoluble dietary fiber, and soluble dietary fiber content of heat-treated oats were significantly increased (p < 0.05). Moreover, thermal processing can not only result in an increase in molecular weight and particle size, but also cause molecular aggregation and different functional properties of soluble dietary fiber. High pressure steaming-treated oat soluble dietary fiber displayed significantly higher swelling and emulsifying (p < 0.05), but microwave-treated oat soluble dietary fiber exhibited the highest glucose, cholesterol, and sodium cholate adsorption capacities. These results might provide basic information to help to better understand the functionality of oat soluble dietary fiber and improve the process efficiency of oat foods with high nutritional qualities.",0.01108931377530098,0.9889106750488281,1,0
"Dietary fibre fortified products have increased in popularity as health-conscious consumers seek convenient ways to increase fibre intake. Fibres from wholegrains are particularly desirable inclusions in food products because of their proven physiological health-benefits. When fortifying beverages with fibre, however, the insoluble dietary fibre components present in wholegrains often contribute to unpleasant gritty sensations making the products unpalatable. Consequently, designing wholegrain-fortified beverages with sufficient fibre-content to make health related fibre claims is a major challenge in the food manufacturing industry. This work aims to take a systematic approach in identifying the texture/mouthfeel related sensory impact and interaction between two commercial oat fibre ingredients (Oatwell28XF (R) and Milled Oats) when added to a model beverage system. Eighteen samples were prepared containing either or both the ingredients, at varying levels, and were assessed by a trained panel using conventional sensory descriptive techniques. The results indicate that the two different oat bran fibres produced distinct mouthfeel perceptions which could be attributed to the varying soluble and insoluble fibre content of the samples. Insoluble dietary fibre concentrations above 2% (w/w) resulted in particle-related sensory properties chalkiness, dryness and particle perception, which dominated the overall mouthfeel and textural sensory perception of the samples. Samples with predominantly soluble beta-glucan, resulted in perceptions of smoothness, sliminess and stickiness residue, while thickness, mouthcoating and cloying sensations were driven by total fibre concentration, irrespective of fibre solubility. This work provides a solid foundation for food manufacturers aiming to rationally design and develop nutritionally superior fibre-fortified beverages and is relevant to fibre content concentrations required for labelling/nutrition claims for consumer products in many developed nations.",0.023627690970897675,0.9763723015785217,1,1
